block_num,run,targets,start_x,start_z,object_x,object_z,cue,delay,ITI,trialType,speedForward,rotationSpeed,messageToDisplay,start_yRotation
1,1,13,-30,-51.9615242270663,60,-1.46952762458685e-14,2,1.6,1.8,encoding,15,50,-1,281.254000933841
1,1,4,-60,7.34763812293426e-15,-30,-51.9615242270663,2,1,1.4,encoding,15,50,-1,70.3760036453605
1,1,11,-30,-51.9615242270663,-60,7.34763812293426e-15,2,1.2,1.8,encoding,15,50,-1,58.2908473256975
1,1,6,30,51.9615242270663,30,-51.9615242270663,2,2,1,encoding,15,50,-1,55.8481151517481
1,1,13,-30,51.9615242270663,60,-1.46952762458685e-14,2,1.6,2,encoding,15,50,-1,297.245578514412
1,1,6,-30,51.9615242270663,30,-51.9615242270663,2,1.8,1.4,encoding,15,50,-1,146.254684980959
1,1,8,-30,-51.9615242270663,-30,51.9615242270663,2,1.4,2,encoding,15,50,-1,166.367230787873
1,1,8,60,-1.46952762458685e-14,-30,51.9615242270663,2,1,1.4,encoding,15,50,-1,332.758593242615
1,1,1,30,-51.9615242270663,30,51.9615242270663,2,1.8,1.8,encoding,15,50,-1,179.779989374802
1,1,4,30,-51.9615242270663,-30,-51.9615242270663,2,1.4,1.6,encoding,15,50,-1,34.0774335991591
1,1,11,30,-51.9615242270663,-60,7.34763812293426e-15,2,2,1.8,encoding,15,50,-1,184.001451255754
1,1,4,60,-1.46952762458685e-14,-30,-51.9615242270663,2,2,1.6,encoding,15,50,-1,326.512624137104
1,1,8,30,-51.9615242270663,-30,51.9615242270663,2,1,1.4,encoding,15,50,-1,334.441055115312
1,1,4,30,51.9615242270663,-30,-51.9615242270663,2,1.4,1.6,encoding,15,50,-1,228.722315942869
1,1,6,-30,-51.9615242270663,30,-51.9615242270663,2,1,2,encoding,15,50,-1,248.623184580356
1,1,1,60,-1.46952762458685e-14,30,51.9615242270663,2,1.2,2,encoding,15,50,-1,278.903780998662
1,1,8,30,51.9615242270663,-30,51.9615242270663,2,1.4,2,encoding,15,50,-1,331.983036613092
1,1,11,60,-1.46952762458685e-14,-60,7.34763812293426e-15,2,2,1.6,encoding,15,50,-1,198.529622722417
1,1,1,-30,51.9615242270663,30,51.9615242270663,2,2,1.4,encoding,15,50,-1,261.599773066118
1,1,8,-60,7.34763812293426e-15,-30,51.9615242270663,2,2,1,encoding,15,50,-1,286.529575902969
1,1,1,-60,7.34763812293426e-15,30,51.9615242270663,2,1.2,1.2,encoding,15,50,-1,211.573515124619
1,1,11,30,51.9615242270663,-60,7.34763812293426e-15,2,1.4,1.8,encoding,15,50,-1,76.1682375334203
1,1,11,-30,51.9615242270663,-60,7.34763812293426e-15,2,1,1.8,encoding,15,50,-1,308.537895474583
1,1,13,30,-51.9615242270663,60,-1.46952762458685e-14,2,1.8,1,encoding,15,50,-1,93.1432047206908
1,1,6,60,-1.46952762458685e-14,30,-51.9615242270663,2,1,1.2,encoding,15,50,-1,323.775199921802
1,1,1,-30,-51.9615242270663,30,51.9615242270663,2,2,1.2,encoding,15,50,-1,27.7904410287738
1,1,6,-60,7.34763812293426e-15,30,-51.9615242270663,2,1.2,1,encoding,15,50,-1,315.804066248238
1,1,4,-30,51.9615242270663,-30,-51.9615242270663,2,1,1.4,encoding,15,50,-1,219.680081829429
1,1,13,30,51.9615242270663,60,-1.46952762458685e-14,2,1,2,encoding,15,50,-1,6.50363383814692
1,1,13,-60,7.34763812293426e-15,60,-1.46952762458685e-14,2,1,1.8,encoding,15,50,1,353.610201375559
2,1,6,-30,-51.9615242270663,30,-51.9615242270663,2,2,1.6,retrieval,15,50,-1,62.9550320282578
2,1,1,-30,-51.9615242270663,30,51.9615242270663,2,1,1,retrieval,15,50,-1,82.2102985717356
2,1,8,30,-51.9615242270663,-30,51.9615242270663,2,1.2,1.4,retrieval,15,50,-1,199.783911835402
2,1,11,-30,51.9615242270663,-60,7.34763812293426e-15,2,1.6,1,retrieval,15,50,-1,304.878374319524
2,1,13,-60,7.34763812293426e-15,60,-1.46952762458685e-14,2,1.2,1.6,retrieval,15,50,-1,199.207525653765
2,1,8,30,51.9615242270663,-30,51.9615242270663,2,1.8,2,retrieval,15,50,-1,82.918739290908
2,1,8,60,-1.46952762458685e-14,-30,51.9615242270663,2,1.4,1.2,retrieval,15,50,-1,52.6437915209681
2,1,1,-60,7.34763812293426e-15,30,51.9615242270663,2,1.6,1.2,retrieval,15,50,-1,178.305961545557
2,1,11,30,-51.9615242270663,-60,7.34763812293426e-15,2,1.4,1,retrieval,15,50,-1,252.182684568688
2,1,6,30,51.9615242270663,30,-51.9615242270663,2,1.2,1.6,retrieval,15,50,-1,186.762165008113
2,1,4,30,-51.9615242270663,-30,-51.9615242270663,2,1.2,1.6,retrieval,15,50,-1,272.01182900928
2,1,6,60,-1.46952762458685e-14,30,-51.9615242270663,2,1.6,1.2,retrieval,15,50,-1,72.9250917769969
2,1,6,-60,7.34763812293426e-15,30,-51.9615242270663,2,2,1.4,retrieval,15,50,-1,339.834970990196
2,1,4,-30,51.9615242270663,-30,-51.9615242270663,2,1,1.4,retrieval,15,50,-1,354.663925962523
2,1,11,60,-1.46952762458685e-14,-60,7.34763812293426e-15,2,1.2,1.8,retrieval,15,50,-1,44.891225611791
2,1,9,30,51.9615242270663,60,-1.46952762458685e-14,2,1,1.8,control,15,50,-1,92.7587648760527
2,1,9,-60,7.34763812293426e-15,60,-1.46952762458685e-14,2,1.8,2,control,15,50,-1,272.609940664843
2,1,9,-30,-51.9615242270663,60,-1.46952762458685e-14,2,1.4,1,control,15,50,-1,353.194401394576
2,1,9,-30,51.9615242270663,30,-51.9615242270663,2,1.2,1.6,control,15,50,-1,287.599813258275
2,1,9,30,-51.9615242270663,-30,51.9615242270663,2,1,1.6,control,15,50,-1,284.439186668023
2,1,9,30,-51.9615242270663,30,51.9615242270663,2,1,1.4,control,15,50,-1,327.579287365079
2,1,9,-30,51.9615242270663,30,51.9615242270663,2,1.8,1,control,15,50,-1,209.127800837159
2,1,9,-30,-51.9615242270663,-30,51.9615242270663,2,1.8,1.2,control,15,50,-1,76.7681824788451
2,1,9,60,-1.46952762458685e-14,-30,51.9615242270663,2,1.2,1.4,control,15,50,-1,291.649161726236
2,1,9,60,-1.46952762458685e-14,30,-51.9615242270663,2,1.6,1.2,control,15,50,-1,297.127343052998
2,1,9,-30,-51.9615242270663,30,-51.9615242270663,2,2,1.2,control,15,50,-1,20.0919363833964
2,1,9,-30,-51.9615242270663,30,51.9615242270663,2,1,1.8,control,15,50,-1,57.8831055387855
2,1,9,60,-1.46952762458685e-14,-60,7.34763812293426e-15,2,2,1.6,control,15,50,-1,46.3887783419341
2,1,9,-30,51.9615242270663,-30,-51.9615242270663,2,2,1.2,control,15,50,-1,284.466478647664
2,1,9,30,51.9615242270663,30,-51.9615242270663,2,1.4,1.4,control,15,50,0,245.646523749456
2,1,8,-30,-51.9615242270663,-30,51.9615242270663,2,1.2,1.2,retrieval,15,50,-1,111.445197919384
2,1,13,30,-51.9615242270663,60,-1.46952762458685e-14,2,2,2,retrieval,15,50,-1,101.929849041626
2,1,13,-30,-51.9615242270663,60,-1.46952762458685e-14,2,1,1,retrieval,15,50,-1,215.538544328883
2,1,6,-30,51.9615242270663,30,-51.9615242270663,2,1,1.2,retrieval,15,50,-1,272.712060492486
2,1,1,-30,51.9615242270663,30,51.9615242270663,2,2,1.6,retrieval,15,50,-1,144.86904499121
2,1,11,30,51.9615242270663,-60,7.34763812293426e-15,2,1.4,1.8,retrieval,15,50,-1,220.614972151816
2,1,1,60,-1.46952762458685e-14,30,51.9615242270663,2,1.2,1.6,retrieval,15,50,-1,359.45990620181
2,1,4,-60,7.34763812293426e-15,-30,-51.9615242270663,2,1.4,2,retrieval,15,50,-1,287.159237209707
2,1,13,30,51.9615242270663,60,-1.46952762458685e-14,2,2,1.2,retrieval,15,50,-1,1.52767041698098
2,1,11,-30,-51.9615242270663,-60,7.34763812293426e-15,2,2,1.8,retrieval,15,50,-1,18.0612334236503
2,1,8,-60,7.34763812293426e-15,-30,51.9615242270663,2,1.4,1.8,retrieval,15,50,-1,214.186528427526
2,1,4,30,51.9615242270663,-30,-51.9615242270663,2,1.4,1.4,retrieval,15,50,-1,113.31487538293
2,1,1,30,-51.9615242270663,30,51.9615242270663,2,1.4,1,retrieval,15,50,-1,332.32493092306
2,1,4,60,-1.46952762458685e-14,-30,-51.9615242270663,2,1.6,1,retrieval,15,50,-1,100.731190368533
2,1,13,-30,51.9615242270663,60,-1.46952762458685e-14,2,1.8,1.4,retrieval,15,50,-1,264.851110121235
2,1,9,-60,7.34763812293426e-15,30,-51.9615242270663,2,1.4,1.2,control,15,50,-1,353.10277428478
2,1,9,30,51.9615242270663,-60,7.34763812293426e-15,2,1,2,control,15,50,-1,300.5284414161
2,1,9,60,-1.46952762458685e-14,-30,-51.9615242270663,2,2,1.4,control,15,50,-1,246.279397420585
2,1,9,30,51.9615242270663,-30,-51.9615242270663,2,1.6,2,control,15,50,-1,119.349642153829
2,1,9,-60,7.34763812293426e-15,30,51.9615242270663,2,1.8,1.8,control,15,50,-1,292.415143372491
2,1,9,-30,51.9615242270663,-60,7.34763812293426e-15,2,1.4,2,control,15,50,-1,330.904746931046
2,1,9,-60,7.34763812293426e-15,-30,51.9615242270663,2,1.2,1.8,control,15,50,-1,183.331915475428
2,1,9,-30,51.9615242270663,60,-1.46952762458685e-14,2,2,1.8,control,15,50,-1,171.793785458431
2,1,9,30,-51.9615242270663,60,-1.46952762458685e-14,2,1.6,1.6,control,15,50,-1,143.367008110508
2,1,9,30,-51.9615242270663,-30,-51.9615242270663,2,1.6,1,control,15,50,-1,76.2883618567139
2,1,9,30,51.9615242270663,-30,51.9615242270663,2,1.2,1,control,15,50,-1,279.246442755684
2,1,9,30,-51.9615242270663,-60,7.34763812293426e-15,2,1.6,1.6,control,15,50,-1,240.868146596476
2,1,9,60,-1.46952762458685e-14,30,51.9615242270663,2,1.4,1,control,15,50,-1,144.989445665851
2,1,9,-60,7.34763812293426e-15,-30,-51.9615242270663,2,1.2,1.4,control,15,50,-1,49.9203179776669
2,1,9,-30,-51.9615242270663,-60,7.34763812293426e-15,2,1.8,2,control,15,50,0,232.511042961851
2,2,11,42.4264068711928,-42.4264068711929,-60,7.34763812293426e-15,2,1.8,1.4,retrieval,15,50,-1,4.58094276487827
2,2,8,-15.5291427061512,-57.9555495773441,-30,51.9615242270663,2,2,1.2,retrieval,15,50,-1,138.706967839971
2,2,6,-15.5291427061512,-57.9555495773441,30,-51.9615242270663,2,2,2,retrieval,15,50,-1,245.57148241438
2,2,6,-57.9555495773441,-15.5291427061512,30,-51.9615242270663,2,1,2,retrieval,15,50,-1,219.220418091863
2,2,4,15.5291427061512,57.9555495773441,-30,-51.9615242270663,2,1.4,2,retrieval,15,50,-1,204.343973686919
2,2,6,57.9555495773441,15.5291427061512,30,-51.9615242270663,2,1.8,1.8,retrieval,15,50,-1,93.9079950470477
2,2,1,-15.5291427061512,-57.9555495773441,30,51.9615242270663,2,1,1.6,retrieval,15,50,-1,217.765024825931
2,2,11,57.9555495773441,15.5291427061512,-60,7.34763812293426e-15,2,1.8,2,retrieval,15,50,-1,351.469135740772
2,2,13,42.4264068711928,-42.4264068711929,60,-1.46952762458685e-14,2,1.2,1,retrieval,15,50,-1,294.36878470704
2,2,11,-15.5291427061512,-57.9555495773441,-60,7.34763812293426e-15,2,1.2,1.4,retrieval,15,50,-1,96.7692052200437
2,2,8,57.9555495773441,15.5291427061512,-30,51.9615242270663,2,1,2,retrieval,15,50,-1,204.988728873432
2,2,4,42.4264068711928,-42.4264068711929,-30,-51.9615242270663,2,1.6,1.2,retrieval,15,50,-1,281.246582027525
2,2,4,-57.9555495773441,-15.5291427061512,-30,-51.9615242270663,2,1.4,1.4,retrieval,15,50,-1,26.488872282207
2,2,11,-42.4264068711928,42.4264068711929,-60,7.34763812293426e-15,2,1,1.4,retrieval,15,50,-1,14.3856520392001
2,2,13,-15.5291427061512,-57.9555495773441,60,-1.46952762458685e-14,2,1.2,1.8,retrieval,15,50,-1,180.222469624132
2,1,9,-30,-51.9615242270663,-30,51.9615242270663,2,1.8,1.2,control,15,50,-1,45.8592702168971
2,1,9,-30,51.9615242270663,-30,-51.9615242270663,2,2,1.2,control,15,50,-1,61.7245554830879
2,1,9,-30,51.9615242270663,30,51.9615242270663,2,1.8,1,control,15,50,-1,136.260669836774
2,1,9,30,-51.9615242270663,-30,51.9615242270663,2,1,1.6,control,15,50,-1,272.684409599751
2,1,9,-30,51.9615242270663,30,-51.9615242270663,2,1.2,1.6,control,15,50,-1,109.022152908146
2,1,9,-30,-51.9615242270663,60,-1.46952762458685e-14,2,1.4,1,control,15,50,-1,0.591655829921365
2,1,9,30,51.9615242270663,30,-51.9615242270663,2,1.4,1.4,control,15,50,-1,60.8335155900568
2,1,9,30,-51.9615242270663,30,51.9615242270663,2,1,1.4,control,15,50,-1,93.042171690613
2,1,9,-60,7.34763812293426e-15,60,-1.46952762458685e-14,2,1.8,2,control,15,50,-1,216.92778727971
2,1,9,30,51.9615242270663,60,-1.46952762458685e-14,2,1,1.8,control,15,50,-1,111.862937305123
2,1,9,60,-1.46952762458685e-14,-60,7.34763812293426e-15,2,2,1.6,control,15,50,-1,345.981770195067
2,1,9,60,-1.46952762458685e-14,-30,51.9615242270663,2,1.2,1.4,control,15,50,-1,212.782258568332
2,1,9,-30,-51.9615242270663,30,-51.9615242270663,2,2,1.2,control,15,50,-1,264.409238565713
2,1,9,-30,-51.9615242270663,30,51.9615242270663,2,1,1.8,control,15,50,-1,102.419347912073
2,1,9,60,-1.46952762458685e-14,30,-51.9615242270663,2,1.6,1.2,control,15,50,0,189.941432364285
2,2,4,-42.4264068711928,42.4264068711929,-30,-51.9615242270663,2,1.8,1,retrieval,15,50,-1,174.781333878636
2,2,1,57.9555495773441,15.5291427061512,30,51.9615242270663,2,1.8,1.2,retrieval,15,50,-1,345.84013313055
2,2,8,42.4264068711928,-42.4264068711929,-30,51.9615242270663,2,2,1.6,retrieval,15,50,-1,251.307502482086
2,2,6,15.5291427061512,57.9555495773441,30,-51.9615242270663,2,1.6,1.8,retrieval,15,50,-1,235.389782795683
2,2,13,15.5291427061512,57.9555495773441,60,-1.46952762458685e-14,2,2,1.8,retrieval,15,50,-1,281.933597512543
2,2,8,-57.9555495773441,-15.5291427061512,-30,51.9615242270663,2,1.8,1.6,retrieval,15,50,-1,157.193247657269
2,2,1,42.4264068711928,-42.4264068711929,30,51.9615242270663,2,1,1,retrieval,15,50,-1,187.174249710515
2,2,13,-42.4264068711928,42.4264068711929,60,-1.46952762458685e-14,2,1.8,1,retrieval,15,50,-1,140.134367560968
2,2,13,-57.9555495773441,-15.5291427061512,60,-1.46952762458685e-14,2,1,1.6,retrieval,15,50,-1,294.809236032888
2,2,6,-42.4264068711928,42.4264068711929,30,-51.9615242270663,2,1.6,2,retrieval,15,50,-1,196.425753459334
2,2,1,-42.4264068711928,42.4264068711929,30,51.9615242270663,2,1.6,1.2,retrieval,15,50,-1,54.7142207622528
2,2,8,15.5291427061512,57.9555495773441,-30,51.9615242270663,2,1.6,2,retrieval,15,50,-1,18.9156099501997
2,2,4,57.9555495773441,15.5291427061512,-30,-51.9615242270663,2,1.4,1.8,retrieval,15,50,-1,289.661000194028
2,2,11,15.5291427061512,57.9555495773441,-60,7.34763812293426e-15,2,1.6,1.8,retrieval,15,50,-1,156.594667704776
2,2,1,-57.9555495773441,-15.5291427061512,30,51.9615242270663,2,1.8,1.4,retrieval,15,50,-1,122.007316835225
2,1,9,30,-51.9615242270663,-30,-51.9615242270663,2,1.6,1,control,15,50,-1,156.694929599762
2,1,9,-60,7.34763812293426e-15,30,51.9615242270663,2,1.8,1.8,control,15,50,-1,277.857117578387
2,1,9,-30,51.9615242270663,60,-1.46952762458685e-14,2,2,1.8,control,15,50,-1,214.676719726995
2,1,9,30,51.9615242270663,-30,-51.9615242270663,2,1.6,2,control,15,50,-1,98.6431934963912
2,1,9,-60,7.34763812293426e-15,-30,-51.9615242270663,2,1.2,1.4,control,15,50,-1,44.9581063259393
2,1,9,30,51.9615242270663,-60,7.34763812293426e-15,2,1,2,control,15,50,-1,83.5458549298346
2,1,9,-30,51.9615242270663,-60,7.34763812293426e-15,2,1.4,2,control,15,50,-1,317.515922700986
2,1,9,60,-1.46952762458685e-14,-30,-51.9615242270663,2,2,1.4,control,15,50,-1,65.4421345610172
2,1,9,30,51.9615242270663,-30,51.9615242270663,2,1.2,1,control,15,50,-1,181.528578763828
2,1,9,60,-1.46952762458685e-14,30,51.9615242270663,2,1.4,1,control,15,50,-1,23.7160580791533
2,1,9,-30,-51.9615242270663,-60,7.34763812293426e-15,2,1.8,2,control,15,50,-1,329.376017879695
2,1,9,30,-51.9615242270663,-60,7.34763812293426e-15,2,1.6,1.6,control,15,50,-1,330.207558833063
2,1,9,30,-51.9615242270663,60,-1.46952762458685e-14,2,1.6,1.6,control,15,50,-1,0.652826372534037
2,1,9,-60,7.34763812293426e-15,-30,51.9615242270663,2,1.2,1.8,control,15,50,-1,281.989382682368
2,1,9,-60,7.34763812293426e-15,30,-51.9615242270663,2,1.4,1.2,control,15,50,0,43.6959523893893
3,2,13,-42.4264068711928,42.4264068711929,60,-1.46952762458685e-14,2,1.8,1.6,encoding,15,50,-1,300.180296050385
3,2,13,15.5291427061512,57.9555495773441,60,-1.46952762458685e-14,2,1.6,1.6,encoding,15,50,-1,348.155254265293
3,2,8,-15.5291427061512,-57.9555495773441,-30,51.9615242270663,2,1.4,1.2,encoding,15,50,-1,28.5968075226992
3,2,11,-42.4264068711928,42.4264068711929,-60,7.34763812293426e-15,2,1.6,1.8,encoding,15,50,-1,252.946908948943
3,2,1,-42.4264068711928,42.4264068711929,30,51.9615242270663,2,1.6,1.4,encoding,15,50,-1,192.379566309974
3,2,1,42.4264068711928,-42.4264068711929,30,51.9615242270663,2,1,1,encoding,15,50,-1,63.713710187003
3,2,13,42.4264068711928,-42.4264068711929,60,-1.46952762458685e-14,2,2,1.2,encoding,15,50,-1,92.1989964041859
3,2,4,57.9555495773441,15.5291427061512,-30,-51.9615242270663,2,1.4,1.6,encoding,15,50,-1,23.2997084129602
3,2,13,-57.9555495773441,-15.5291427061512,60,-1.46952762458685e-14,2,1.4,1.6,encoding,15,50,-1,44.1702726390213
3,2,4,42.4264068711928,-42.4264068711929,-30,-51.9615242270663,2,1.2,1.4,encoding,15,50,-1,114.927121717483
3,2,11,42.4264068711928,-42.4264068711929,-60,7.34763812293426e-15,2,1.2,1,encoding,15,50,-1,334.567301413044
3,2,6,-57.9555495773441,-15.5291427061512,30,-51.9615242270663,2,1.8,1.4,encoding,15,50,-1,29.4871796295047
3,2,13,-15.5291427061512,-57.9555495773441,60,-1.46952762458685e-14,2,1.4,1.2,encoding,15,50,-1,291.9365415629
3,2,4,-57.9555495773441,-15.5291427061512,-30,-51.9615242270663,2,2,1,encoding,15,50,-1,226.850571502
3,2,8,15.5291427061512,57.9555495773441,-30,51.9615242270663,2,1.2,1,encoding,15,50,-1,182.710655098781
3,2,11,-15.5291427061512,-57.9555495773441,-60,7.34763812293426e-15,2,1.8,1,encoding,15,50,-1,247.66089214012
3,2,4,15.5291427061512,57.9555495773441,-30,-51.9615242270663,2,1.6,1.8,encoding,15,50,-1,259.320379123092
3,2,8,42.4264068711928,-42.4264068711929,-30,51.9615242270663,2,1.8,1.6,encoding,15,50,-1,141.803180677816
3,2,6,-42.4264068711928,42.4264068711929,30,-51.9615242270663,2,1.6,2,encoding,15,50,-1,222.722968161106
3,2,6,-15.5291427061512,-57.9555495773441,30,-51.9615242270663,2,2,1.2,encoding,15,50,-1,293.53665961884
3,2,1,-57.9555495773441,-15.5291427061512,30,51.9615242270663,2,1.2,1.6,encoding,15,50,-1,89.7303669992834
3,2,8,-57.9555495773441,-15.5291427061512,-30,51.9615242270663,2,1.4,1.4,encoding,15,50,-1,139.256951361895
3,2,6,57.9555495773441,15.5291427061512,30,-51.9615242270663,2,1.6,1,encoding,15,50,-1,139.411090621725
3,2,1,-15.5291427061512,-57.9555495773441,30,51.9615242270663,2,1.2,2,encoding,15,50,-1,52.2114067710936
3,2,8,57.9555495773441,15.5291427061512,-30,51.9615242270663,2,1.2,1.2,encoding,15,50,-1,89.018915835768
3,2,4,-42.4264068711928,42.4264068711929,-30,-51.9615242270663,2,1.8,1.8,encoding,15,50,-1,293.950427072123
3,2,11,57.9555495773441,15.5291427061512,-60,7.34763812293426e-15,2,1.8,2,encoding,15,50,-1,35.0369048584253
3,2,6,15.5291427061512,57.9555495773441,30,-51.9615242270663,2,1.6,1.2,encoding,15,50,-1,228.848330061883
3,2,11,15.5291427061512,57.9555495773441,-60,7.34763812293426e-15,2,1.8,2,encoding,15,50,-1,125.543112298474
3,2,1,57.9555495773441,15.5291427061512,30,51.9615242270663,2,1.6,1.2,encoding,15,50,-1,335.41670252569
